id,A_correct,A_predicted,A_n_tool_calls,B_correct,B_predicted,B_n_tool_calls,C_correct,C_predicted,C_n_tool_calls,D_correct,D_predicted,D_n_tool_calls,E_correct,E_predicted,E_n_tool_calls,B_prime_correct,B_prime_predicted,B_prime_n_tool_calls
metabolic_disorders_014,False,95.0,0,False,1.0,0,True,13.0,4,False,1.0,0,False,1.0,0,True,13.0,4
metabolic_disorders_015,True,4.0,0,True,4.0,4,True,4.0,0,False,5.0,0,False,5.0,0,True,4.0,2
other_019,False,9.0,0,True,10.0,0,True,10.0,0,True,10.0,0,True,10.0,0,True,10.0,2
other_020,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,5
other_021,True,6.0,0,False,5.8,0,True,6.0,0,False,5.8,0,False,5.8,0,True,5.9,4
other_022,True,7.0,0,True,7.0,0,True,7.0,0,True,7.0,0,True,7.0,0,True,7.0,5
other_023,False,10.0,0,False,2.0,0,False,0.0,0,False,-10.0,0,False,3.0,0,False,13.0,0
other_024,False,9.0,0,False,4.0,0,False,13.5,0,False,4.0,0,False,4.0,0,False,4.0,2
other_025,False,0.0,0,False,67.8,3,False,0.0,0,False,0.0,3,False,135.67,3,True,154.225,6
other_026,False,40.0,0,False,24.5,0,False,4.0,0,False,24.5,0,False,24.5,0,True,13.8,4
other_027,False,5.6,0,False,4.0,0,False,6.0,0,False,4.0,0,False,4.0,0,True,5.8,3
pediatric_017,False,-55.0,0,False,4838400000.0,0,False,55.0,0,False,4838400000.0,0,False,4838400000.0,0,False,2026.0,0
pediatric_018,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,5
pediatric_019,True,1400.0,0,False,1.0,0,True,1400.0,4,False,1.0,0,False,1.0,0,False,1700.0,4
pediatric_020,False,18.0,0,False,20.0,0,False,15.0,0,False,,0,False,,0,False,15.0,4
pediatric_021,False,31.67,0,False,31.67,0,False,31.67,0,False,31.67,0,False,31.67,0,False,31.67,3
pediatric_022,False,90.0,0,False,72.0,0,True,2.0,6,False,72.0,0,False,72.0,0,True,2.0,6
pediatric_023,False,99.0,0,False,13.0,0,False,110.0,4,False,13.0,0,False,13.0,0,True,1501.58,7
pediatric_024,False,3.0,0,False,96.0,0,False,60.0,0,False,1.0,0,False,96.0,0,False,2.0,0
pediatric_dosage_013,False,810.0,0,False,720.0,0,False,720.0,0,False,720.0,0,False,720.0,0,False,720.0,0
pediatric_dosage_014,True,145.0,0,True,145.0,0,True,145.0,0,True,145.0,0,True,145.0,0,True,145.0,4
pediatric_dosage_015,False,120.0,0,False,127.5,1,False,127.5,0,False,120.0,2,False,127.5,1,True,99.0,4
pediatric_dosage_016,True,240.0,0,True,240.0,1,True,240.0,0,True,240.0,1,True,240.0,1,True,240.0,4
pediatric_dosage_018,True,0.15,0,True,0.15,0,True,0.15,0,True,0.15,0,True,0.15,0,True,0.15,4
percentile_011,False,3.0,0,False,2600.0,4,False,2600.0,4,False,2600.0,4,False,2600.0,4,True,10.0,6
percentile_012,False,84.0,0,True,50.0,4,True,50.0,4,False,75.0,4,True,50.0,4,True,50.0,4
percentile_013,False,2000.0,0,True,51.0,4,True,51.0,4,True,51.0,4,True,51.0,7,True,51.0,4
percentile_014,False,2.0,0,False,1800.0,2,False,-0.53816,0,False,0.3,2,False,2.0,2,True,0.0,7
percentile_015,False,70.0,0,True,43.0,5,True,43.0,4,True,43.0,4,True,43.0,4,True,43.0,4
psychiatry_psychology_011,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,0,True,4.0,3
psychiatry_psychology_012,False,11.0,0,False,8.0,0,False,11.0,0,False,8.0,0,False,8.0,0,False,1.0,0
psychiatry_psychology_013,True,12.0,0,False,14.0,0,True,12.0,0,False,14.0,0,False,14.0,0,True,12.0,4
psychiatry_psychology_014,False,15.0,0,False,16.0,0,False,15.0,0,False,16.0,0,False,16.0,0,True,5.0,4
psychiatry_psychology_015,True,22.0,0,True,22.0,0,True,22.0,0,True,22.0,0,True,22.0,0,True,22.0,4
pulmonary_021,True,170.0,0,True,170.2,0,True,170.0,0,True,170.2,0,True,170.2,0,True,171.0,4
pulmonary_022,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,4
pulmonary_023,True,0.571,0,True,0.571,0,True,0.571,0,True,0.571,0,True,0.571,0,True,0.57,4
pulmonary_024,False,112.0,0,False,112.0,0,False,112.0,0,False,112.0,0,False,112.0,0,False,112.0,0
pulmonary_025,True,384.0,0,True,383.0,4,False,255.0,0,True,383.0,0,True,383.0,0,True,383.0,5
pulmonary_026,False,13.0,0,False,11.0,0,False,5.0,0,False,11.0,0,False,11.0,0,True,14.0,5
pulmonary_027,True,120.0,0,True,120.0,0,True,120.0,0,True,120.0,0,True,120.0,0,True,120.0,4
pulmonary_028,False,6.5,0,False,6.5,0,False,6.5,0,False,11.69,0,False,6.5,0,False,9.74,4
pulmonary_029,False,76.0,0,True,1.99,0,True,2.0,0,True,1.99,0,True,1.99,0,True,2.0,4
pulmonary_030,False,0.0,0,False,70.59,4,False,70.59,0,False,70.6,0,False,70.588,3,False,70.59,4
radiology_009,True,39.0,0,False,35.1,0,False,35.1,0,False,35.1,0,False,35.1,0,True,39.0,3
radiology_010,False,12.7,0,False,19.7,0,False,19.7,0,False,19.7,0,False,19.7,0,False,0.0,3
radiology_011,False,1335.0,0,False,1174.5,0,False,1014.5,0,False,1174.5,0,False,1174.5,0,True,1215.499,4
radiology_012,False,-8.0,0,False,1.0,0,False,-12.0,0,True,14.0,0,False,3.0,0,False,1.0,0
sleep_011,False,21.4,0,False,21.4,0,True,21.43,0,False,21.4,0,False,21.4,0,False,21.4,4
sleep_012,True,16.0,0,True,16.0,0,True,16.0,0,True,16.0,0,True,16.0,0,True,16.0,4
sleep_013,True,8.0,0,True,8.0,0,True,8.0,0,True,8.0,0,True,8.0,0,True,8.0,4
sleep_014,False,9.5,0,False,7.0,0,False,7.0,0,False,7.0,0,False,7.0,0,False,7.0,4
sleep_015,True,0.0,0,False,20.0,0,False,550.0,4,False,10.0,0,False,20.0,0,False,550.0,4
urology_nephrology_019,False,2.0,0,False,3.0,0,True,41.3,5,False,3.0,0,False,3.0,0,True,41.3,5
urology_nephrology_020,False,64.0,0,False,63.0,0,False,63.0,0,False,63.0,0,False,63.0,0,True,57.66282051282052,4
urology_nephrology_021,True,30.0,0,True,30.0,0,True,30.0,0,True,30.0,0,True,30.0,0,True,30.0,4
urology_nephrology_022,True,0.36,0,True,0.36,0,True,0.36,0,True,0.36,0,True,0.36,0,True,0.3622,4
urology_nephrology_023,False,1.0,0,True,5.5,0,True,5.5,0,True,5.5,0,True,5.5,0,True,5.5,4
urology_nephrology_024,True,0.88,0,True,0.88,0,True,0.88,0,True,0.88,0,True,0.88,0,True,0.88,5
urology_nephrology_025,False,0.0,0,True,90.0,4,True,90.0,4,True,90.0,4,True,90.0,4,True,90.0,4
urology_nephrology_026,False,50.0,0,True,42.0,4,True,42.0,4,True,42.0,5,True,42.0,4,True,42.0,5
urology_nephrology_027,True,1.62,0,False,0.0,0,True,1.62,0,False,0.0,0,False,0.0,0,True,1.71,4
hematology_037,True,410.0,0,True,410.0,0,True,410.0,0,True,410.0,0,True,410.0,0,True,410.0,4
hematology_038,True,3.28,0,True,3.28,0,True,3.28,0,True,3.28,0,True,3.28,0,True,3.276,4
hematology_039,False,140000.0,0,True,2.8,0,False,140000.0,0,True,2.8,0,True,2.8,0,True,2.8,4
electrolytes_fluids_025,True,33.0,0,True,33.0,0,True,33.0,0,True,33.0,0,True,33.0,0,True,33.0,4
dosage_034,False,20.0,0,False,20.0,0,False,20.0,0,False,20.0,0,False,20.0,0,False,20.0,0
addiction_medicine_022,False,61471575.0,0,False,61469100.0,0,False,61471575.0,0,False,61469100.0,0,False,61469100.0,0,True,6829833429872.806,6
urology_nephrology_028,True,80.0,0,True,80.0,0,True,80.0,0,True,80.0,0,True,80.0,0,True,80.0,5
urology_nephrology_029,False,3.0,0,True,30.0,0,False,0.3,0,True,30.0,0,True,30.0,0,True,30.0,0
hematology_040,True,1.13,0,True,1.13,0,True,1.13,0,True,1.13,0,True,1.13,0,True,1.129,4
dosage_035,False,1.0,0,False,1.0,0,False,1.0,0,False,1.0,0,False,1.0,0,True,2.272727272727273,4
intensive_emergency_care_025,False,8.0,0,False,8.0,0,False,8.0,0,False,8.0,0,False,8.0,0,True,10.0,5
hematology_041,False,1600.0,0,False,1600.0,0,False,1600.0,0,False,1600.0,0,False,1600.0,0,True,1760.0,4
electrolytes_fluids_026,False,18.0,0,False,18.0,0,False,18.0,0,False,18.0,0,False,18.0,0,True,21.8,4
cardiovascular_system_034,False,74.0,0,False,58.0,0,True,80.9,4,False,58.0,0,False,58.0,0,True,80.9,4
electrolytes_fluids_027,True,7.18,0,True,7.18,0,True,7.18,0,True,7.18,0,True,7.18,0,True,7.17,5
digestive_system_022,True,2.0,0,True,2.0,0,True,2.0,0,True,2.0,0,True,2.0,0,True,2.0,4
addiction_medicine_023,False,12.0,0,False,17.0,0,False,14.0,0,False,17.0,0,False,17.0,0,True,20.0,4
pediatric_025,False,870.0,0,False,870.0,0,False,870.0,0,False,29.4,0,False,150.0,0,False,870.0,3
pediatric_026,True,800.0,0,True,800.0,0,True,800.0,0,True,800.0,0,True,800.0,0,False,870.0,6
body_measurements_025,True,32.39,0,True,32.4,0,True,32.4,0,True,32.4,0,True,32.4,0,True,32.4,4
gynecology_pregnancy_031,False,36.48,0,True,36.58,0,False,36.46,0,True,36.58,0,True,36.58,0,True,36.6,4
body_measurements_026,False,57.5,0,False,1.48,4,False,1.48,4,False,1.48,4,False,1.48,4,False,1.48,4
dietary_022,False,1527.5,0,False,1527.5,0,False,1527.5,0,False,1527.5,0,False,1527.5,0,False,,0
dosage_036,False,13.33,0,False,20.0,0,False,1.0,0,False,20.0,0,False,20.0,0,False,15.0,4
geriatric_medicine_022,True,10.0,0,False,100.0,0,False,9.0,0,False,9.0,0,False,9.0,0,False,0.0,3
urology_nephrology_030,True,82.74,0,True,82.74,0,True,82.74,0,True,82.74,0,True,82.74,0,True,82.7424,4
hematology_042,False,8.0,0,True,12.0,0,True,12.0,0,True,12.0,0,True,12.0,0,True,12.0,4
cardiovascular_system_035,False,4.0,0,False,4.0,0,False,4.0,0,False,4.0,0,False,4.0,0,True,2.0,4
bmi_019,True,26.56,0,True,26.56,0,False,26.6,0,True,26.56,0,True,26.56,0,False,26.6,4
dietary_023,False,1244.0,0,False,16.0,0,True,1660.0,0,True,1660.0,0,False,1.55,0,True,1660.0,5
pulmonary_031,False,9.0,0,False,8.0,0,False,21.0,0,True,7.0,0,False,9.0,0,False,5.0,0
body_measurements_027,False,1.0,0,False,1.0,4,False,1.0,0,False,1.0,4,False,1.0,4,False,1.0,4
body_measurements_028,False,2.0,0,False,2.0,0,False,2.0,0,False,2.0,0,False,2.0,0,True,4.0,4
gynecology_pregnancy_032,False,2.5,0,False,2.19,4,False,1.69,4,False,1.69,4,False,1.69,4,False,1.69,4
body_measurements_029,False,1.047,0,True,4.3,4,False,0.083,0,False,8.72,0,False,8.72,0,True,4.3,4
addiction_medicine_024,False,223.0,0,False,235.0,0,False,190.0,0,False,235.0,0,False,235.0,0,False,235.0,2
addiction_medicine_025,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,4
dietary_024,False,2612.0,0,False,20.0,0,False,2612.0,4,False,20.0,0,False,20.0,0,False,2612.0,4
dietary_025,False,2500.0,0,False,2499.0,0,False,2500.0,0,False,2499.0,0,False,2499.0,0,False,2499.0,4
dietary_026,False,258.75,0,True,259.0,4,True,259.0,4,True,259.0,4,True,259.0,4,True,259.0,4
cardiovascular_system_036,True,2.85,0,True,2.85,0,True,2.85,0,True,2.85,0,True,2.86,0,True,2.85,4
cardiovascular_system_037,True,5.0,0,True,5.01,0,True,5.01,0,True,5.01,0,True,5.0,0,True,5.0,4
dosage_037,False,216.0,0,False,216.0,0,False,216.0,0,False,216.0,0,False,216.0,0,False,216.0,4
cardiovascular_system_038,True,78.67,0,True,78.67,0,True,78.67,0,True,78.67,0,True,78.67,0,True,78.67,2
gynecology_pregnancy_033,False,7.5,0,False,0.0,0,False,73.2,4,False,0.0,0,False,0.0,0,False,61.002,4
metabolic_disorders_016,False,220.0,0,False,40.0,0,False,220.0,0,False,40.0,0,False,40.0,0,False,100.0,0
metabolic_disorders_017,False,,0,False,,0,False,,0,False,,0,False,,0,False,,0
addiction_medicine_026,False,3650.0,0,False,3650.0,0,False,3650.0,0,False,3650.0,0,False,3650.0,0,True,120.0,4
gynecology_pregnancy_034,True,28.0,0,True,28.0,0,True,28.0,0,True,28.0,0,True,28.0,0,True,28.0,3
electrolytes_fluids_028,True,9.4,0,True,9.4,0,True,9.4,0,True,9.4,0,True,9.4,0,True,9.4,4
electrolytes_fluids_029,True,0.938,0,True,0.94,0,True,0.94,0,True,0.94,0,True,0.94,0,True,0.99,4
cardiovascular_system_039,True,4.0,0,True,4.0,4,False,3.0,0,True,4.0,4,True,4.0,4,True,4.0,4
pulmonary_032,True,0.175,0,True,0.175,0,True,0.175,0,True,0.175,0,True,0.175,0,True,0.175,4
hematology_043,False,7.0,0,True,6.0,4,False,8.0,0,True,6.0,4,True,6.0,5,True,6.0,5
hematology_044,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,0,True,5.0,4
cardiovascular_system_040,True,4.07,0,True,4.07,0,True,4.07,0,True,4.07,0,True,4.07,0,True,4.071504079052372,4
dosage_038,False,12.5,0,False,5.0,0,False,5.0,0,False,20.0,0,False,5.0,0,False,5.0,4
electrolytes_fluids_030,False,8.75,0,False,8.75,0,False,8.75,0,False,8.75,0,False,8.75,0,False,8.75,5
electrolytes_fluids_031,True,41.67,0,False,42.0,0,False,42.0,0,False,42.0,0,False,42.0,0,True,41.6667,4
dosage_039,False,0.003851,0,False,180.0,0,True,500.0,0,False,0.00385,0,True,500.0,0,True,500.0,4
addiction_medicine_027,True,32.0,0,True,32.0,0,True,32.0,0,True,32.0,0,True,32.0,0,True,32.0,0
cardiovascular_system_041,True,-3.0,0,True,-3.0,0,True,-3.0,0,True,-3.0,0,True,-3.0,0,True,-3.0,4
cardiovascular_system_042,True,6.0,0,True,6.0,0,True,6.0,0,True,6.0,0,True,6.0,0,True,6.0,4
cardiovascular_system_043,True,75.0,0,True,75.0,0,True,75.0,0,True,75.0,0,True,75.0,0,True,75.0,4
gynecology_pregnancy_035,False,73.0,0,False,2026.0,0,True,130.0,0,False,16.0,0,False,16.0,0,True,131.0,4
dietary_027,True,2047.0,0,True,2047.0,4,False,2098.0,0,False,2030.0,0,True,2047.0,4,True,2046.84,4
gynecology_pregnancy_036,False,1.0,0,True,0.8654268278715541,4,False,0.58,0,True,0.8654268278715541,4,True,0.8654268278715541,4,True,0.8654268278715541,4
urology_nephrology_031,True,5.0,0,True,5.0,5,True,5.0,5,True,5.0,5,True,5.0,5,True,5.0,4
cardiovascular_system_044,True,158.35,0,True,158.35,0,True,158.35,0,True,158.35,0,True,158.35,0,True,158.36768566746147,4
diabetes_022,True,160.0,0,True,160.0,4,True,160.0,0,True,159.94,4,True,159.94,4,True,159.94,4
pediatric_027,False,29.5,0,False,29.0,0,False,29.0,0,False,29.0,0,False,29.0,0,False,29.0,0
dietary_028,False,16.0,0,False,26.67,0,False,26.67,0,False,26.67,0,False,26.67,0,True,27.0,4
gynecology_pregnancy_037,False,17.0,0,False,34.0,0,True,15.0,4,False,34.0,0,False,34.0,0,True,15.0,4
urology_nephrology_032,True,16.67,0,True,16.67,0,True,16.67,0,True,16.67,0,True,16.67,0,True,16.7,4
dietary_029,True,31.0,0,False,30.0,0,True,31.0,4,False,30.0,0,False,30.0,0,True,31.0,4
addiction_medicine_028,False,29.0,0,False,1.0,0,False,25.0,0,False,27.0,0,False,27.0,0,False,36.0,4
dosage_040,False,4000.0,0,False,,0,False,,0,False,,0,False,,0,False,,0
gynecology_pregnancy_038,False,0.83,0,False,24.0,0,False,21.0,0,False,24.0,0,False,24.0,0,False,21.0,4
cardiovascular_system_045,False,15.0,0,True,29.06,4,True,29.06,4,True,29.06,4,True,29.06,4,True,29.06,4
gynecology_pregnancy_039,False,1200.0,0,False,30.0,0,False,30.0,0,False,2.0,0,False,30.0,0,False,30.61,4
dosage_041,False,300.0,0,False,300.0,4,False,300.0,4,False,,0,False,300.0,4,False,300.0,4
dietary_030,True,70.3,0,True,70.3,0,True,70.3,0,True,70.3,0,True,70.3,0,True,70.28,4
cardiovascular_system_046,False,1.76,0,False,1.64,0,True,0.09,0,True,0.0088,0,False,0.39,0,True,0.0,5
cardiovascular_system_047,False,0.88,0,True,6.66,5,False,1.0,0,True,6.66,5,True,6.66,5,False,15.5,4
cardiovascular_system_048,False,0.0,0,False,75.2,4,False,75.2,4,False,75.2,4,False,75.2,4,False,75.2,4
pediatric_028,False,62.5,0,True,64.935,4,True,64.935,4,True,64.935,4,True,64.935,4,True,64.935,4
hematology_045,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,0,True,3.0,4
addiction_medicine_029,False,4.0,0,True,5.0,0,False,31.0,0,True,5.0,0,True,5.0,0,True,5.0,5
cardiovascular_system_049,False,2.0,0,False,18.72,0,False,18.72,0,False,18.72,0,False,18.72,0,False,18.72,4
body_measurements_030,False,64.0,0,False,22.0,0,True,62.09,0,False,22.0,0,False,22.0,0,True,62.0,4
dietary_031,False,40.0,0,True,302.0,4,True,302.0,4,True,302.0,4,False,2026.0,0,True,302.0,4
gynecology_pregnancy_040,False,29.0,0,False,29.0,0,False,29.0,0,False,29.0,0,False,29.0,0,False,29.0,0
intensive_emergency_care_026,True,34.0,0,True,34.0,0,True,34.0,0,True,34.0,0,True,34.0,0,True,34.0,3
percentile_016,False,97.0,0,False,97.0,0,False,97.0,0,False,97.0,0,False,97.0,0,True,90.66,4
gynecology_pregnancy_041,False,12.0,0,False,12.0,0,False,12.0,0,False,12.0,0,False,12.0,0,False,12.0,4
body_measurements_031,True,108.0,0,True,108.0,0,True,108.0,0,True,108.0,0,True,108.0,0,True,108.0,3
dietary_032,True,1666.0,0,True,1666.0,0,True,1666.0,0,True,1666.0,0,True,1666.0,0,True,1666.0,3
dietary_033,False,1831.0,0,False,1830.0,0,False,2127.0,0,False,1830.0,0,False,1830.0,0,False,2052.0,5
dosage_042,False,100.0,0,False,112.0,0,False,64.1,5,False,112.0,0,False,112.0,0,True,102.6,5
dosage_043,False,70.0,0,False,70.0,0,False,80.0,0,False,70.0,0,False,70.0,0,False,65.0,3
digestive_system_023,False,0.45,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,True,0.74,4
pulmonary_033,False,0.0,0,False,3.0,0,True,100.0,4,False,3.0,0,False,3.0,0,True,100.0,4
pulmonary_034,True,5.7,0,True,5.7,0,True,5.7,0,True,5.7,0,True,5.7,0,True,5.7,0
pulmonary_035,False,0.0,0,True,-1.6788213826009546,4,True,-1.6788213826009546,4,True,-1.6788213826009546,4,True,-1.6788213826009546,4,True,-1.6788213826009546,4
gynecology_pregnancy_042,True,14.0,0,True,14.0,0,True,14.0,0,True,14.0,0,True,14.0,0,True,14.0,4
cardiovascular_system_050,False,7.7,0,False,1.88,0,True,249.0,0,False,254.0,0,True,249.425408,4,True,249.4,4
dietary_034,False,-1.0,0,False,67.0,4,False,67.0,4,False,60.0,3,False,67.0,4,False,67.0,4
gynecology_pregnancy_043,False,55.0,0,False,58.0,0,False,55.0,0,False,55.0,0,False,58.0,0,False,55.0,4
dietary_036,False,440.0,0,False,770.0,0,False,550.0,0,False,440.0,0,False,440.0,0,False,715.0,4
pulmonary_036,True,12.6,0,True,12.6,0,True,12.6,0,True,12.6,0,True,12.6,0,True,12.6,4
gynecology_pregnancy_044,True,19.0,0,True,19.0,0,True,19.0,0,True,19.0,0,True,19.0,0,True,19.0,4
dosage_044,False,0.16,0,False,3.0,0,False,1.0,0,False,3.0,0,False,3.0,0,True,150.0,5
hematology_046,True,10.91,0,True,10.91,0,True,10.9,0,True,10.91,0,True,10.91,0,True,10.9091,4
urology_nephrology_033,False,65.0,0,False,65.0,3,True,38.69,4,False,0.65,0,False,0.65,0,True,38.69,4
dietary_037,False,8.0,0,False,0.9,4,False,90.0,0,True,900.0,4,True,900.0,4,False,0.9,4
hematology_047,False,2.0,0,False,2.0,0,False,2.0,0,True,6.65,4,False,2.0,0,True,6.651842430852008,5
cardiovascular_system_051,True,1.19,0,True,1.19,0,True,1.19,0,True,1.19,0,True,1.19,0,True,1.19,4
hematology_048,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,0,True,9.0,0,True,8.9987,4
intensive_emergency_care_027,False,616.0,0,False,4.0,0,False,103.83,0,False,503.36,0,False,4.0,0,True,200.0,4
dietary_038,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,0,False,0.0,4
gynecology_pregnancy_045,False,0.83,0,True,1.5,0,True,1.5,0,True,1.5,0,True,1.5,0,True,1.58,5
body_measurements_032,True,27.68,0,True,27.68,0,True,27.68,0,True,27.68,0,True,27.68,0,True,27.7,4
cardiovascular_system_052,False,5.0,0,False,4.0,0,False,5.0,0,False,4.0,0,False,4.0,0,False,,0
gynecology_pregnancy_046,True,1.6,0,True,1.6,0,True,1.6,0,True,1.6,0,True,1.6,0,True,1.6,4
pediatric_029,True,272.0,0,False,224.0,4,True,272.0,0,True,272.69,4,True,272.69,4,True,272.69,4
sleep_016,True,18.0,0,True,18.0,0,True,18.0,0,True,18.0,0,True,18.0,0,True,18.0,4
dosage_045,True,140.0,0,True,140.0,0,True,140.0,0,True,140.0,0,True,140.0,0,False,2.0,4
cardiovascular_system_053,True,1.0,0,True,1.0,0,True,1.0,0,True,1.0,0,True,1.0,0,True,1.0,0
gynecology_pregnancy_047,True,5.0,0,True,5.0,0,False,11.0,0,True,5.0,0,True,5.0,0,True,5.0,4
pulmonary_037,True,100.0,0,True,100.0,0,True,100.0,0,True,100.0,0,True,100.0,0,True,100.0,4
cardiovascular_system_054,False,1.0,0,False,2.0,0,False,2.0,0,False,0.0,0,False,0.024038,0,False,,4
electrolytes_fluids_032,True,328.0,0,True,328.0,4,True,328.0,0,True,328.0,4,True,328.0,4,True,327.7778,4
body_measurements_033,False,-3.5,0,True,18.92,0,True,18.92,0,True,18.92,0,True,18.92,0,True,18.922,4
gynecology_pregnancy_048,False,12.0,0,False,12.0,0,False,12.0,0,False,12.0,0,False,12.0,0,False,12.0,4
gynecology_pregnancy_049,True,12.0,0,True,12.0,0,True,12.0,0,True,12.0,0,True,12.0,0,True,12.0,4
urology_nephrology_034,False,25.0,0,True,250.0,0,True,250.0,0,True,250.0,0,True,250.0,0,True,250.0,4
urology_nephrology_035,True,0.18,0,True,0.18,0,True,0.18,0,True,0.18,0,True,0.18,0,True,0.182,4
pulmonary_038,False,100.0,0,False,120.0,0,False,5.0,0,False,132.0,4,False,3.0,0,False,132.0,4
intensive_emergency_care_028,True,3.0,0,False,2.0,0,False,2.0,0,False,2.0,0,False,2.0,0,True,3.0,4
dietary_039,False,3.0,0,False,,0,False,1.375,0,False,,0,False,,0,False,,0
diabetes_023,True,0.3033,0,True,0.3033,0,True,0.303,0,True,0.3033,0,True,0.3033,4,True,0.3033,5
cardiovascular_system_055,True,24650.0,0,True,24650.0,0,True,24650.0,0,True,24650.0,0,True,24650.0,0,True,24650.0,4
cardiovascular_system_056,False,6.6,0,False,11.0,0,False,20.0,0,False,11.0,0,False,11.0,0,True,15.0,4
gynecology_pregnancy_050,True,266.0,0,True,266.0,0,False,48.0,0,True,266.0,0,True,266.0,0,False,49.0,4
cardiovascular_system_057,False,3.0,0,False,2.0,3,False,3.0,0,False,6.0,0,False,2.0,0,False,3.0,3
intensive_emergency_care_029,False,2.897,0,False,4.07,0,False,4.07,0,False,4.07,0,False,4.07,0,False,6.5,0
body_measurements_034,False,20.0,0,False,48.4,0,True,27.0,0,True,27.0,0,False,48.4,0,True,27.0,4
dietary_040,False,1610.0,0,False,1610.0,0,True,1842.0,4,False,1610.0,0,False,1610.0,0,True,1842.0,5
intensive_emergency_care_030,False,32.0,0,False,1.0,0,False,13.0,0,False,0.0,0,False,2.0,0,True,58.0,4
intensive_emergency_care_031,False,76.5,0,False,66.5,0,False,80.0,0,False,66.5,0,False,66.5,0,False,,0
intensive_emergency_care_032,False,2.0,0,False,0.0,0,False,0.0,0,False,2.0,0,False,0.0,0,False,0.0,0
electrolytes_fluids_033,True,304.0,0,True,304.0,0,True,304.0,0,True,304.0,0,True,304.0,0,True,304.0,4
addiction_medicine_030,True,2036.0,0,False,,0,True,2036.0,0,False,,0,False,,0,True,2036.0,4
electrolytes_fluids_034,False,2200.0,0,False,220.0,0,False,24.86,0,False,0.0,0,False,135.0,0,False,0.0,2
electrolytes_fluids_035,False,0.49,0,True,9.186046511627907,5,False,40.0,0,True,9.186046511627907,4,True,9.186046511627907,4,True,9.186046511627907,4
electrolytes_fluids_036,True,217.0,0,True,217.0,0,True,217.0,0,True,217.0,0,True,217.0,0,True,217.0,4
gynecology_pregnancy_051,True,100000000.0,0,True,100000000.0,0,True,100000000.0,0,True,100000000.0,0,True,100000000.0,0,True,100000000.0,3
addiction_medicine_031,False,17.67,0,False,2.0,0,False,1.0,0,False,17.67,0,False,2.0,0,True,14.85,4
dosage_046,False,5.0,0,False,160.0,0,False,160.0,0,False,160.0,0,False,160.0,0,False,160.0,4
cardiovascular_system_058,True,60.0,0,True,60.0,0,False,0.06,0,True,60.0,0,True,60.0,0,False,0.06,0
dietary_041,False,2714.88,0,False,2714.88,0,False,2714.88,0,False,2714.88,0,False,2714.88,0,False,2714.88,5
gynecology_pregnancy_052,False,156.015,0,False,1559.0,0,True,15597.0,0,False,1559.0,0,False,1559.0,0,True,15601.5,5
cardiovascular_system_059,True,7.0,0,True,7.0,0,True,7.0,4,True,7.0,0,True,7.0,0,True,7.0,4
cardiovascular_system_060,False,5.0,0,False,3.0,0,False,4.0,0,False,3.0,0,False,3.0,0,True,10.0,5
dosage_047,False,300.0,0,False,300.0,0,False,300.0,0,False,300.0,0,False,300.0,0,False,300.0,0
urology_nephrology_036,False,4.7,0,False,4.68,0,False,4.68,0,False,4.68,0,False,4.68,0,True,5.0,5
urology_nephrology_037,True,120.0,0,True,120.0,0,True,120.0,0,True,120.0,0,True,120.0,0,True,120.0,4
electrolytes_fluids_037,True,7.14,0,True,7.14,0,True,7.14,0,True,7.14,0,True,7.14,0,True,7.13,4
pulmonary_039,False,4335.0,0,False,3500.0,0,False,4855.0,0,False,6099.0,0,False,6099.0,0,True,3840.3,4
dietary_042,True,440.0,0,True,440.0,0,True,440.0,0,True,440.0,0,True,440.0,0,True,440.0,0
body_measurements_035,False,170.0,0,False,0.0,0,False,170.0,0,False,170.0,0,False,9.0,0,False,170.0,0
diabetes_024,True,450.0,0,True,450.0,0,True,450.0,0,True,450.0,0,True,450.0,0,True,450.0,4
dietary_044,False,8.0,0,False,2496.0,0,False,2496.0,4,False,2496.0,0,False,2496.0,0,False,2496.0,4
body_measurements_036,True,80.0,0,True,80.0,0,True,80.0,0,True,80.0,0,True,80.0,0,True,80.0,4
dietary_045,False,64.0,0,False,64.0,0,False,25.0,0,False,64.0,0,False,64.0,0,True,47.0,4
electrolytes_fluids_038,True,26.0,0,True,26.0,0,True,26.0,0,True,26.0,0,True,26.0,0,True,26.0,4
hematology_049,True,400.0,0,True,400.0,0,True,400.0,0,True,400.0,0,True,400.0,0,True,400.0,4
hematology_050,False,2856.0,0,False,2856.0,0,False,2856.0,0,False,2856.0,0,False,2856.0,0,False,2856.0,4
